date,product_id,units_sold,stock_available_end_of_day,promotion_flag,unit_price
2027-05-26,P12,13,114,0,95
2027-05-27,P12,11,45,0,95
2027-05-28,P12,10,28,0,95
2027-05-29,P12,25,101,0,95
2027-05-30,P12,22,61,0,95
2027-05-31,P12,18,127,0,95
2027-06-01,P12,23,27,0,95
2027-06-02,P12,25,55,0,95
2027-06-03,P12,19,40,0,95
2027-06-04,P12,18,105,0,95
2027-06-05,P12,16,55,0,95
2027-06-06,P12,19,119,0,95
2027-06-07,P12,22,71,0,95
2027-06-08,P12,14,99,0,95
2027-06-09,P12,26,102,0,95
2027-06-10,P12,16,41,0,95
2027-06-11,P12,14,49,0,95
2027-06-12,P12,15,43,0,95
2027-06-13,P12,18,72,0,95
2027-06-14,P12,22,114,0,95
2027-06-15,P12,13,66,0,95
2027-06-16,P12,15,43,0,95
2027-06-17,P12,19,51,0,95
2027-06-18,P12,19,51,0,95
2027-06-19,P12,30,57,0,95
2027-06-20,P12,25,106,0,95
2027-06-21,P12,13,104,0,95
2027-06-22,P12,15,78,0,95
2027-06-23,P12,10,72,0,95
2027-06-24,P12,17,94,0,95
2027-06-25,P12,19,77,0,95
2027-06-26,P12,18,79,0,95
2027-06-27,P12,19,93,0,95
2027-06-28,P12,15,90,0,95
2027-06-29,P12,17,126,0,95
2027-06-30,P12,15,124,0,95
2027-07-01,P12,18,49,0,95
2027-07-02,P12,25,89,1,95
2027-07-03,P12,30,69,1,95
2027-07-04,P12,19,86,0,95
2027-07-05,P12,15,114,0,95
2027-07-06,P12,18,21,0,95
2027-07-07,P12,13,69,0,95
2027-07-08,P12,14,131,0,95
2027-07-09,P12,22,57,1,95
2027-07-10,P12,23,45,1,95
2027-07-11,P12,21,49,0,95
2027-07-12,P12,11,23,0,95
2027-07-13,P12,22,53,0,95
2027-07-14,P12,16,128,0,95
2027-07-15,P12,20,108,0,95
2027-07-16,P12,19,122,1,95
2027-07-17,P12,33,66,1,95
2027-07-18,P12,27,35,0,95
2027-07-19,P12,18,50,0,95
2027-07-20,P12,22,72,0,95
2027-07-21,P12,17,80,0,95
2027-07-22,P12,12,40,0,95
2027-07-23,P12,19,111,1,95
2027-07-24,P12,21,64,1,95
2027-07-25,P12,14,76,0,95
2027-07-26,P12,18,60,0,95
2027-07-27,P12,15,94,0,95
2027-07-28,P12,15,120,0,95
2027-07-29,P12,16,64,0,95
2027-07-30,P12,23,44,1,95
2027-07-31,P12,25,39,1,95
2027-08-01,P12,22,53,0,95
2027-08-02,P12,15,59,0,95
2027-08-03,P12,19,80,0,95
2027-08-04,P12,17,120,0,95
2027-08-05,P12,16,18,0,95
2027-08-06,P12,16,38,0,95
2027-08-07,P12,26,25,0,95
2027-08-08,P12,16,128,0,95
2027-08-09,P12,13,68,0,95
2027-08-10,P12,13,46,0,95
2027-08-11,P12,15,36,0,95
2027-08-12,P12,22,52,0,95
2027-08-13,P12,19,53,0,95
2027-08-14,P12,21,55,0,95
2027-08-15,P12,27,122,1,95
2027-08-16,P12,28,88,1,95
2027-08-17,P12,29,55,1,95
2027-08-18,P12,12,117,0,95
2027-08-19,P12,19,45,0,95
2027-08-20,P12,25,40,0,95
2027-08-21,P12,26,113,0,95
2027-08-22,P12,20,43,0,95
2027-08-23,P12,22,53,0,95
2027-08-24,P12,16,85,0,95
2027-08-25,P12,15,106,0,95
2027-08-26,P12,18,76,0,95
2027-08-27,P12,21,130,0,95
2027-08-28,P12,20,87,0,95
2027-08-29,P12,15,53,0,95
2027-08-30,P12,15,29,0,95
2027-08-31,P12,16,61,0,95
2027-09-01,P12,23,104,0,95
2027-09-02,P12,14,135,0,95
2027-09-03,P12,25,34,0,95
2027-09-04,P12,20,54,0,95
2027-09-05,P12,19,135,0,95
2027-09-06,P12,24,108,0,95
2027-09-07,P12,18,95,0,95
2027-09-08,P12,12,74,0,95
2027-09-09,P12,13,132,0,95
2027-09-10,P12,17,132,0,95
2027-09-11,P12,25,26,0,95
2027-09-12,P12,22,126,0,95
2027-09-13,P12,12,103,0,95
2027-09-14,P12,11,116,0,95
2027-09-15,P12,13,35,0,95
2027-09-16,P12,20,37,0,95
2027-09-17,P12,24,48,0,95
2027-09-18,P12,24,39,0,95
2027-09-19,P12,14,124,0,95
2027-09-20,P12,17,100,0,95
2027-09-21,P12,15,132,0,95
2027-09-22,P12,25,48,0,95
2027-09-23,P12,8,115,0,95
2027-09-24,P12,15,123,0,95
2027-09-25,P12,24,49,0,95
2027-09-26,P12,25,107,0,95
2027-09-27,P12,10,96,0,95
2027-09-28,P12,19,72,0,95
2027-09-29,P12,15,82,0,95
2027-09-30,P12,13,97,0,95
2027-10-01,P12,20,137,1,95
2027-10-02,P12,31,71,1,95
2027-10-03,P12,16,55,0,95
2027-10-04,P12,17,121,0,95
2027-10-05,P12,19,31,0,95
2027-10-06,P12,18,133,0,95
2027-10-07,P12,21,130,0,95
2027-10-08,P12,27,51,1,95
2027-10-09,P12,17,89,1,95
2027-10-10,P12,19,27,0,95
2027-10-11,P12,13,38,0,95
2027-10-12,P12,12,53,0,95
2027-10-13,P12,26,52,0,95
2027-10-14,P12,14,35,0,95
2027-10-15,P12,28,74,1,95
2027-10-16,P12,25,121,1,95
2027-10-17,P12,24,62,0,95
2027-10-18,P12,22,129,0,95
2027-10-19,P12,15,102,0,95
2027-10-20,P12,27,134,1,95
2027-10-21,P12,28,119,1,95
2027-10-22,P12,36,113,1,95
2027-10-23,P12,26,86,1,95
2027-10-24,P12,34,61,1,95
2027-10-25,P12,44,74,1,95
2027-10-26,P12,23,113,0,95
2027-10-27,P12,14,33,0,95
2027-10-28,P12,12,52,0,95
2027-10-29,P12,21,34,1,95
2027-10-30,P12,20,52,1,95
2027-10-31,P12,17,48,0,95
2027-11-01,P12,28,91,1,95
2027-11-02,P12,30,123,1,95
2027-11-03,P12,39,125,1,95
2027-11-04,P12,13,79,0,95
2027-11-05,P12,24,93,0,95
2027-11-06,P12,23,63,0,95
2027-11-07,P12,27,36,0,95
2027-11-08,P12,14,127,0,95
2027-11-09,P12,11,127,0,95
2027-11-10,P12,15,127,0,95
2027-11-11,P12,10,29,0,95
2027-11-12,P12,20,109,0,95
2027-11-13,P12,19,111,0,95
2027-11-14,P12,19,50,0,95
2027-11-15,P12,11,118,0,95
2027-11-16,P12,14,22,0,95
2027-11-17,P12,18,45,0,95
2027-11-18,P12,21,85,0,95
2027-11-19,P12,15,32,0,95
2027-11-20,P12,21,97,0,95
2027-11-21,P12,22,129,0,95
2027-11-22,P12,12,136,0,95
2027-11-23,P12,15,97,0,95
2027-11-24,P12,20,50,0,95
2027-11-25,P12,22,94,0,95
2027-11-26,P12,15,124,0,95
2027-11-27,P12,23,132,0,95
2027-11-28,P12,19,62,0,95
2027-11-29,P12,12,52,0,95
2027-11-30,P12,15,58,0,95
2027-12-01,P12,11,137,0,95
2027-12-02,P12,19,121,0,95
2027-12-03,P12,16,108,0,95
2027-12-04,P12,24,42,0,95
2027-12-05,P12,21,43,0,95
2027-12-06,P12,18,66,0,95
2027-12-07,P12,15,31,0,95
2027-12-08,P12,12,55,0,95
2027-12-09,P12,12,79,0,95
2027-12-10,P12,24,55,0,95
2027-12-11,P12,23,45,0,95
2027-12-12,P12,22,32,0,95
2027-12-13,P12,20,121,0,95
2027-12-14,P12,15,95,0,95
2027-12-15,P12,24,30,0,95
2027-12-16,P12,15,67,0,95
2027-12-17,P12,17,69,0,95
2027-12-18,P12,17,47,0,95
2027-12-19,P12,22,36,0,95
2027-12-20,P12,14,101,0,95
2027-12-21,P12,20,134,0,95
2027-12-22,P12,19,50,0,95
2027-12-23,P12,14,56,0,95
2027-12-24,P12,19,127,0,95
2027-12-25,P12,23,57,0,95
2027-12-26,P12,20,31,0,95
2027-12-27,P12,16,104,0,95
2027-12-28,P12,21,131,0,95
2027-12-29,P12,20,100,0,95
2027-12-30,P12,14,83,0,95
2027-12-31,P12,30,65,0,95
2026-01-01,P13,10,28,0,120
2026-01-02,P13,12,134,0,120
2026-01-03,P13,12,73,0,120
2026-01-04,P13,10,48,0,120
2026-01-05,P13,8,28,0,120
2026-01-06,P13,9,46,0,120
2026-01-07,P13,12,137,0,120
2026-01-08,P13,15,52,0,120
2026-01-09,P13,13,110,0,120
2026-01-10,P13,20,35,0,120
2026-01-11,P13,12,79,0,120
2026-01-12,P13,14,80,0,120
2026-01-13,P13,22,29,1,120
2026-01-14,P13,17,131,1,120
2026-01-15,P13,16,32,1,120
2026-01-16,P13,22,90,1,120
2026-01-17,P13,7,83,0,120
2026-01-18,P13,17,56,0,120
2026-01-19,P13,14,34,0,120
2026-01-20,P13,14,74,0,120
2026-01-21,P13,12,88,0,120
2026-01-22,P13,17,33,0,120
2026-01-23,P13,15,47,0,120
2026-01-24,P13,13,103,0,120
2026-01-25,P13,9,32,0,120
2026-01-26,P13,9,94,0,120
2026-01-27,P13,13,100,0,120
2026-01-28,P13,20,77,0,120
2026-01-29,P13,19,130,0,120
2026-01-30,P13,14,41,0,120
2026-01-31,P13,18,84,0,120
2026-02-01,P13,17,87,0,120
2026-02-02,P13,9,137,0,120
2026-02-03,P13,16,41,0,120
2026-02-04,P13,12,89,0,120
2026-02-05,P13,7,129,0,120
2026-02-06,P13,9,27,0,120
2026-02-07,P13,25,90,0,120
2026-02-08,P13,12,65,0,120
2026-02-09,P13,15,50,0,120
2026-02-10,P13,14,113,0,120
2026-02-11,P13,19,31,0,120
2026-02-12,P13,19,114,0,120
2026-02-13,P13,18,63,0,120
2026-02-14,P13,18,97,0,120
2026-02-15,P13,18,76,0,120
2026-02-16,P13,11,33,0,120
2026-02-17,P13,14,84,0,120
2026-02-18,P13,18,64,0,120
2026-02-19,P13,10,34,0,120
2026-02-20,P13,22,101,0,120
2026-02-21,P13,11,29,0,120
2026-02-22,P13,13,110,0,120
2026-02-23,P13,12,46,0,120
2026-02-24,P13,13,110,0,120
2026-02-25,P13,10,120,0,120
2026-02-26,P13,16,104,0,120
2026-02-27,P13,18,129,0,120
2026-02-28,P13,17,112,0,120
2026-03-01,P13,14,61,0,120
2026-03-02,P13,14,40,0,120
2026-03-03,P13,19,129,0,120
2026-03-04,P13,25,63,0,120
2026-03-05,P13,12,94,0,120
2026-03-06,P13,25,49,1,120
2026-03-07,P13,26,104,1,120
2026-03-08,P13,19,117,0,120
2026-03-09,P13,19,105,0,120
2026-03-10,P13,13,32,0,120
2026-03-11,P13,12,131,0,120
2026-03-12,P13,17,46,0,120
2026-03-13,P13,29,117,1,120
2026-03-14,P13,22,39,1,120
2026-03-15,P13,20,45,0,120
2026-03-16,P13,15,38,0,120
2026-03-17,P13,21,38,0,120
2026-03-18,P13,13,115,0,120
2026-03-19,P13,18,54,0,120
2026-03-20,P13,13,112,1,120
2026-03-21,P13,21,101,1,120
2026-03-22,P13,29,46,0,120
2026-03-23,P13,16,97,0,120
2026-03-24,P13,19,86,0,120
2026-03-25,P13,19,135,0,120
2026-03-26,P13,19,134,0,120
2026-03-27,P13,22,85,1,120
2026-03-28,P13,32,62,1,120
2026-03-29,P13,28,61,0,120
2026-03-30,P13,14,79,0,120
2026-03-31,P13,34,52,0,120
2026-04-01,P13,29,139,0,120
2026-04-02,P13,24,80,0,120
2026-04-03,P13,27,106,0,120
2026-04-04,P13,41,73,0,120
2026-04-05,P13,21,130,0,120
2026-04-06,P13,21,135,0,120
2026-04-07,P13,7,57,0,120
2026-04-08,P13,19,116,0,120
2026-04-09,P13,12,121,0,120
2026-04-10,P13,27,123,0,120
2026-04-11,P13,24,100,0,120
2026-04-12,P13,30,57,0,120
2026-04-13,P13,23,44,0,120
2026-04-14,P13,27,88,0,120
2026-04-15,P13,20,108,0,120
2026-04-16,P13,28,53,0,120
2026-04-17,P13,25,99,0,120
2026-04-18,P13,35,102,0,120
2026-04-19,P13,23,68,0,120
2026-04-20,P13,23,102,0,120
2026-04-21,P13,22,50,0,120
2026-04-22,P13,20,24,0,120
2026-04-23,P13,26,33,0,120
2026-04-24,P13,22,27,0,120
2026-04-25,P13,44,67,0,120
2026-04-26,P13,34,136,0,120
2026-04-27,P13,18,97,0,120
2026-04-28,P13,27,68,0,120
2026-04-29,P13,28,60,0,120
2026-04-30,P13,25,84,0,120
2026-05-01,P13,35,76,0,120
2026-05-02,P13,40,45,0,120
2026-05-03,P13,34,138,0,120
2026-05-04,P13,30,92,0,120
2026-05-05,P13,17,38,0,120
2026-05-06,P13,18,100,0,120
2026-05-07,P13,22,135,0,120
2026-05-08,P13,25,51,0,120
2026-05-09,P13,31,134,0,120
2026-05-10,P13,18,130,0,120
2026-05-11,P13,22,105,0,120
2026-05-12,P13,21,101,0,120
2026-05-13,P13,24,36,0,120
2026-05-14,P13,26,98,0,120
2026-05-15,P13,23,90,0,120
2026-05-16,P13,31,40,0,120
2026-05-17,P13,28,66,0,120
2026-05-18,P13,24,69,0,120
2026-05-19,P13,26,116,0,120
2026-05-20,P13,26,44,0,120
2026-05-21,P13,28,53,0,120
2026-05-22,P13,27,49,0,120
2026-05-23,P13,32,125,0,120
2026-05-24,P13,22,67,0,120
2026-05-25,P13,20,95,0,120
2026-05-26,P13,13,82,0,120
2026-05-27,P13,20,100,0,120
2026-05-28,P13,30,133,0,120
2026-05-29,P13,20,57,0,120
2026-05-30,P13,36,87,0,120
2026-05-31,P13,32,54,0,120
2026-06-01,P13,15,87,0,120
2026-06-02,P13,18,105,0,120
2026-06-03,P13,22,50,0,120
2026-06-04,P13,25,66,0,120
2026-06-05,P13,23,49,0,120
2026-06-06,P13,25,122,0,120
2026-06-07,P13,37,67,0,120
2026-06-08,P13,15,47,0,120
2026-06-09,P13,20,86,0,120
2026-06-10,P13,24,131,0,120
2026-06-11,P13,26,83,0,120
2026-06-12,P13,19,60,0,120
2026-06-13,P13,29,55,0,120
2026-06-14,P13,29,59,0,120
2026-06-15,P13,21,36,0,120
2026-06-16,P13,16,131,0,120
2026-06-17,P13,14,81,0,120
2026-06-18,P13,22,86,0,120
2026-06-19,P13,24,103,0,120
2026-06-20,P13,23,110,0,120
2026-06-21,P13,28,107,0,120
2026-06-22,P13,19,108,0,120
2026-06-23,P13,30,60,0,120
2026-06-24,P13,22,68,0,120
2026-06-25,P13,26,46,0,120
2026-06-26,P13,20,91,0,120
2026-06-27,P13,30,120,0,120
2026-06-28,P13,29,40,0,120
2026-06-29,P13,31,125,0,120
2026-06-30,P13,29,137,0,120
2026-07-01,P13,28,106,0,120
2026-07-02,P13,21,128,0,120
2026-07-03,P13,32,65,1,120
2026-07-04,P13,34,122,1,120
2026-07-05,P13,30,95,0,120
2026-07-06,P13,26,119,0,120
2026-07-07,P13,26,78,0,120
2026-07-08,P13,16,89,0,120
2026-07-09,P13,26,107,0,120
2026-07-10,P13,30,130,1,120
2026-07-11,P13,36,116,1,120
2026-07-12,P13,23,46,0,120
2026-07-13,P13,20,23,0,120
2026-07-14,P13,17,64,0,120
2026-07-15,P13,20,107,0,120
2026-07-16,P13,32,111,0,120
2026-07-17,P13,35,96,1,120
2026-07-18,P13,36,127,1,120
2026-07-19,P13,27,39,0,120
2026-07-20,P13,22,54,0,120
2026-07-21,P13,19,136,0,120
2026-07-22,P13,24,41,0,120
2026-07-23,P13,12,128,0,120
2026-07-24,P13,23,42,1,120
2026-07-25,P13,24,43,1,120
2026-07-26,P13,25,100,0,120
2026-07-27,P13,23,133,0,120
2026-07-28,P13,15,45,0,120
2026-07-29,P13,21,102,0,120
2026-07-30,P13,18,108,0,120
2026-07-31,P13,32,62,1,120
2026-08-01,P13,24,101,0,120
2026-08-02,P13,26,59,0,120
2026-08-03,P13,20,70,0,120
2026-08-04,P13,26,116,0,120
2026-08-05,P13,24,44,0,120
2026-08-06,P13,28,51,0,120
2026-08-07,P13,24,78,0,120
2026-08-08,P13,28,44,0,120
2026-08-09,P13,21,98,0,120
2026-08-10,P13,25,64,0,120
2026-08-11,P13,23,41,0,120
2026-08-12,P13,19,108,0,120
2026-08-13,P13,28,136,0,120
2026-08-14,P13,29,72,0,120
2026-08-15,P13,40,42,1,120
2026-08-16,P13,36,57,1,120
2026-08-17,P13,32,63,1,120
2026-08-18,P13,25,125,0,120
2026-08-19,P13,23,64,0,120
2026-08-20,P13,21,79,0,120
2026-08-21,P13,28,66,0,120
2026-08-22,P13,25,110,0,120
2026-08-23,P13,18,117,0,120
2026-08-24,P13,19,24,0,120
2026-08-25,P13,27,137,0,120
2026-08-26,P13,23,45,0,120
2026-08-27,P13,19,98,0,120
2026-08-28,P13,26,126,0,120
2026-08-29,P13,33,67,0,120
2026-08-30,P13,30,137,0,120
2026-08-31,P13,25,105,0,120
2026-09-01,P13,24,111,0,120
2026-09-02,P13,25,24,0,120
2026-09-03,P13,27,49,0,120
2026-09-04,P13,29,80,0,120
2026-09-05,P13,25,98,0,120
2026-09-06,P13,19,139,0,120
2026-09-07,P13,21,50,0,120
2026-09-08,P13,27,50,0,120
2026-09-09,P13,25,101,0,120
2026-09-10,P13,19,138,0,120
2026-09-11,P13,20,115,0,120
2026-09-12,P13,32,98,0,120
2026-09-13,P13,25,128,0,120
2026-09-14,P13,14,19,0,120
2026-09-15,P13,30,137,0,120
2026-09-16,P13,29,44,0,120
2026-09-17,P13,19,112,0,120
2026-09-18,P13,25,68,0,120
2026-09-19,P13,31,61,0,120
2026-09-20,P13,31,138,0,120
2026-09-21,P13,23,48,0,120
2026-09-22,P13,21,58,0,120
2026-09-23,P13,22,84,0,120
2026-09-24,P13,19,38,0,120
2026-09-25,P13,39,86,0,120
2026-09-26,P13,30,76,0,120
2026-09-27,P13,25,137,0,120
2026-09-28,P13,18,88,0,120
2026-09-29,P13,16,115,0,120
2026-09-30,P13,26,46,0,120
2026-10-01,P13,25,41,0,120
2026-10-02,P13,36,56,1,120
2026-10-03,P13,37,56,1,120
2026-10-04,P13,26,64,0,120
2026-10-05,P13,21,84,0,120
2026-10-06,P13,28,61,0,120
2026-10-07,P13,28,122,0,120
2026-10-08,P13,22,52,0,120
2026-10-09,P13,37,43,1,120
2026-10-10,P13,35,79,1,120
2026-10-11,P13,25,58,0,120
2026-10-12,P13,23,66,0,120
2026-10-13,P13,23,83,0,120
2026-10-14,P13,26,135,0,120
2026-10-15,P13,25,48,0,120
2026-10-16,P13,28,120,1,120
2026-10-17,P13,24,59,1,120
2026-10-18,P13,23,45,0,120
2026-10-19,P13,19,111,0,120
2026-10-20,P13,43,42,1,120
2026-10-21,P13,31,58,1,120
2026-10-22,P13,34,68,1,120
2026-10-23,P13,57,83,1,120
2026-10-24,P13,59,90,1,120
2026-10-25,P13,72,87,1,120
2026-10-26,P13,22,53,0,120
2026-10-27,P13,22,88,0,120
2026-10-28,P13,32,89,0,120
2026-10-29,P13,29,38,0,120
2026-10-30,P13,27,54,1,120
2026-10-31,P13,35,130,1,120
2026-11-01,P13,60,102,1,120
2026-11-02,P13,48,51,1,120
2026-11-03,P13,57,71,1,120
2026-11-04,P13,29,48,0,120
2026-11-05,P13,30,54,0,120
2026-11-06,P13,25,45,0,120
2026-11-07,P13,32,33,0,120
2026-11-08,P13,22,33,0,120
2026-11-09,P13,21,88,0,120
2026-11-10,P13,18,78,0,120
2026-11-11,P13,25,63,0,120
2026-11-12,P13,24,80,0,120
2026-11-13,P13,31,54,0,120
2026-11-14,P13,28,123,0,120
2026-11-15,P13,28,138,0,120
2026-11-16,P13,28,33,0,120
2026-11-17,P13,27,119,0,120
2026-11-18,P13,22,119,0,120
2026-11-19,P13,21,49,0,120
2026-11-20,P13,19,96,0,120
2026-11-21,P13,43,94,0,120
2026-11-22,P13,18,123,0,120
2026-11-23,P13,23,100,0,120
2026-11-24,P13,23,29,0,120
2026-11-25,P13,13,49,0,120
2026-11-26,P13,32,60,0,120
2026-11-27,P13,13,42,0,120
2026-11-28,P13,36,53,0,120
2026-11-29,P13,23,56,0,120
2026-11-30,P13,26,81,0,120
2026-12-01,P13,29,57,0,120
2026-12-02,P13,27,57,0,120
2026-12-03,P13,26,61,0,120
2026-12-04,P13,24,55,0,120
2026-12-05,P13,23,113,0,120
2026-12-06,P13,30,59,0,120
2026-12-07,P13,20,122,0,120
2026-12-08,P13,24,32,0,120
2026-12-09,P13,29,68,0,120
2026-12-10,P13,19,87,0,120
2026-12-11,P13,33,58,0,120
2026-12-12,P13,35,106,0,120
2026-12-13,P13,25,88,0,120
2026-12-14,P13,20,106,0,120
2026-12-15,P13,25,43,0,120
2026-12-16,P13,25,116,0,120
2026-12-17,P13,21,126,0,120
2026-12-18,P13,42,43,0,120
2026-12-19,P13,33,63,0,120
2026-12-20,P13,25,63,0,120
2026-12-21,P13,36,70,0,120
2026-12-22,P13,26,124,0,120
2026-12-23,P13,17,26,0,120
2026-12-24,P13,21,51,0,120
2026-12-25,P13,29,70,0,120
2026-12-26,P13,40,35,0,120
2026-12-27,P13,35,36,0,120
2026-12-28,P13,22,133,0,120
2026-12-29,P13,20,61,0,120
2026-12-30,P13,25,119,0,120
2026-12-31,P13,28,113,0,120
2027-01-01,P13,19,111,0,120
2027-01-02,P13,27,123,0,120
2027-01-03,P13,30,132,0,120
2027-01-04,P13,19,89,0,120
2027-01-05,P13,26,115,0,120
2027-01-06,P13,17,42,0,120
2027-01-07,P13,21,132,0,120
2027-01-08,P13,18,52,0,120
2027-01-09,P13,25,51,0,120
2027-01-10,P13,34,81,0,120
2027-01-11,P13,13,109,0,120
2027-01-12,P13,24,98,0,120
2027-01-13,P13,34,52,1,120
2027-01-14,P13,32,104,1,120
2027-01-15,P13,39,118,1,120
2027-01-16,P13,40,72,1,120
2027-01-17,P13,36,112,0,120
2027-01-18,P13,23,59,0,120
2027-01-19,P13,21,75,0,120
2027-01-20,P13,24,102,0,120
2027-01-21,P13,12,66,0,120
2027-01-22,P13,39,66,0,120
2027-01-23,P13,25,43,0,120
2027-01-24,P13,31,73,0,120
2027-01-25,P13,22,113,0,120
2027-01-26,P13,24,134,0,120
2027-01-27,P13,12,118,0,120
2027-01-28,P13,20,98,0,120
2027-01-29,P13,24,58,0,120
2027-01-30,P13,33,82,0,120
2027-01-31,P13,23,43,0,120
2027-02-01,P13,16,43,0,120
2027-02-02,P13,37,126,0,120
2027-02-03,P13,21,33,0,120
2027-02-04,P13,21,26,0,120
2027-02-05,P13,30,103,0,120
2027-02-06,P13,21,121,0,120
2027-02-07,P13,27,75,0,120
2027-02-08,P13,13,35,0,120
2027-02-09,P13,19,42,0,120
2027-02-10,P13,23,48,0,120
2027-02-11,P13,16,63,0,120
2027-02-12,P13,17,42,0,120
2027-02-13,P13,27,64,0,120
2027-02-14,P13,29,130,0,120
2027-02-15,P13,28,136,0,120
2027-02-16,P13,19,37,0,120
2027-02-17,P13,26,98,0,120
2027-02-18,P13,20,132,0,120
2027-02-19,P13,22,111,0,120
2027-02-20,P13,30,56,0,120
2027-02-21,P13,28,37,0,120
2027-02-22,P13,26,76,0,120
2027-02-23,P13,16,130,0,120
2027-02-24,P13,23,77,0,120
2027-02-25,P13,21,51,0,120
2027-02-26,P13,16,26,0,120
2027-02-27,P13,26,41,0,120
2027-02-28,P13,27,71,0,120
2027-03-01,P13,19,106,0,120
2027-03-02,P13,25,123,0,120
2027-03-03,P13,25,61,0,120
2027-03-04,P13,27,36,0,120
2027-03-05,P13,19,91,1,120
2027-03-06,P13,23,134,1,120
2027-03-07,P13,19,54,0,120
2027-03-08,P13,18,128,0,120
2027-03-09,P13,21,102,0,120
2027-03-10,P13,17,120,0,120
2027-03-11,P13,20,30,0,120
2027-03-12,P13,30,118,1,120
2027-03-13,P13,33,89,1,120
2027-03-14,P13,33,76,0,120
2027-03-15,P13,26,30,0,120
2027-03-16,P13,23,123,0,120
2027-03-17,P13,22,54,0,120
2027-03-18,P13,25,117,0,120
2027-03-19,P13,19,42,1,120
2027-03-20,P13,30,138,1,120
2027-03-21,P13,15,79,0,120
2027-03-22,P13,29,46,0,120
2027-03-23,P13,27,54,0,120
2027-03-24,P13,11,125,0,120
2027-03-25,P13,25,56,0,120
2027-03-26,P13,35,59,1,120
2027-03-27,P13,41,37,1,120
2027-03-28,P13,34,71,0,120
2027-03-29,P13,24,127,0,120
2027-03-30,P13,23,127,0,120
2027-03-31,P13,20,46,0,120
2027-04-01,P13,14,25,0,120
2027-04-02,P13,23,45,0,120
2027-04-03,P13,46,114,0,120
2027-04-04,P13,38,90,0,120
2027-04-05,P13,26,85,0,120
2027-04-06,P13,20,46,0,120
2027-04-07,P13,29,129,0,120
2027-04-08,P13,14,34,0,120
2027-04-09,P13,19,124,0,120
2027-04-10,P13,39,55,0,120
2027-04-11,P13,30,82,0,120
2027-04-12,P13,15,48,0,120
2027-04-13,P13,27,71,0,120
2027-04-14,P13,21,106,0,120
2027-04-15,P13,22,133,0,120
2027-04-16,P13,34,60,0,120
2027-04-17,P13,25,59,0,120
2027-04-18,P13,30,111,0,120
2027-04-19,P13,18,129,0,120
2027-04-20,P13,20,124,0,120
2027-04-21,P13,21,109,0,120
2027-04-22,P13,33,31,0,120
2027-04-23,P13,15,42,0,120
2027-04-24,P13,31,109,0,120
2027-04-25,P13,23,40,0,120
2027-04-26,P13,21,111,0,120
2027-04-27,P13,16,62,0,120
2027-04-28,P13,19,97,0,120
2027-04-29,P13,18,101,0,120
2027-04-30,P13,23,79,0,120
2027-05-01,P13,27,34,0,120
2027-05-02,P13,35,70,0,120
2027-05-03,P13,18,102,0,120
2027-05-04,P13,24,37,0,120
2027-05-05,P13,20,31,0,120
2027-05-06,P13,20,47,0,120
2027-05-07,P13,21,93,0,120
2027-05-08,P13,27,108,0,120
2027-05-09,P13,25,65,0,120
2027-05-10,P13,24,76,0,120
2027-05-11,P13,19,36,0,120
2027-05-12,P13,20,41,0,120
2027-05-13,P13,20,101,0,120
2027-05-14,P13,29,87,0,120
2027-05-15,P13,34,109,0,120
2027-05-16,P13,37,108,0,120
2027-05-17,P13,20,47,0,120
2027-05-18,P13,26,114,0,120
2027-05-19,P13,26,88,0,120
2027-05-20,P13,29,85,0,120
2027-05-21,P13,27,44,0,120
2027-05-22,P13,32,37,0,120
2027-05-23,P13,32,59,0,120
2027-05-24,P13,26,90,0,120
2027-05-25,P13,16,102,0,120
2027-05-26,P13,26,130,0,120
2027-05-27,P13,25,135,0,120
2027-05-28,P13,20,62,0,120
2027-05-29,P13,24,76,0,120
2027-05-30,P13,22,22,0,120
2027-05-31,P13,18,63,0,120
2027-06-01,P13,19,47,0,120
2027-06-02,P13,14,42,0,120
2027-06-03,P13,32,74,0,120
2027-06-04,P13,28,32,0,120
2027-06-05,P13,27,35,0,120
2027-06-06,P13,27,56,0,120
2027-06-07,P13,18,52,0,120
2027-06-08,P13,30,88,0,120
2027-06-09,P13,34,32,0,120
2027-06-10,P13,21,23,0,120
2027-06-11,P13,26,52,0,120
2027-06-12,P13,36,136,0,120
2027-06-13,P13,28,108,0,120
2027-06-14,P13,17,29,0,120
2027-06-15,P13,23,45,0,120
2027-06-16,P13,27,107,0,120
2027-06-17,P13,28,127,0,120
2027-06-18,P13,22,122,0,120
2027-06-19,P13,21,32,0,120
2027-06-20,P13,27,130,0,120
2027-06-21,P13,18,93,0,120
2027-06-22,P13,18,58,0,120
2027-06-23,P13,26,67,0,120
2027-06-24,P13,17,34,0,120
2027-06-25,P13,21,76,0,120
2027-06-26,P13,31,53,0,120
2027-06-27,P13,29,56,0,120
2027-06-28,P13,17,80,0,120
2027-06-29,P13,27,95,0,120
2027-06-30,P13,22,91,0,120
2027-07-01,P13,20,58,0,120
2027-07-02,P13,31,86,1,120
2027-07-03,P13,33,89,1,120
2027-07-04,P13,30,38,0,120
2027-07-05,P13,16,127,0,120
2027-07-06,P13,28,135,0,120
2027-07-07,P13,21,26,0,120
2027-07-08,P13,24,55,0,120
2027-07-09,P13,29,137,1,120
